Edad;Sexo;Renta anual neta media por persona y por unidad de consumo;Periodo;Total
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2015;14.798
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2014;15.012
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2013;14.378
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2012;14.470
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2011;14.098
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2010;14.539
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2009;14.280
65 y más años;Ambos sexos;Renta media por persona (con alquiler imputado);2008;13.546
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2025;28.591
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2024;26.871
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2023;25.178
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2022;23.023
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2021;22.518
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2020;21.961
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2019;20.941
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2018;20.012
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2017;19.677
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2016;19.322
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2015;18.952
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2014;19.278
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2013;18.556
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2012;18.764
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2011;18.325
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2010;18.980
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2009;18.591
65 y más años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2008;17.657
65 y más años;Hombres;Renta neta media por persona;2025;18.642
65 y más años;Hombres;Renta neta media por persona;2024;17.710
65 y más años;Hombres;Renta neta media por persona;2023;16.595
65 y más años;Hombres;Renta neta media por persona;2022;15.118
65 y más años;Hombres;Renta neta media por persona;2021;14.928
65 y más años;Hombres;Renta neta media por persona;2020;14.484
65 y más años;Hombres;Renta neta media por persona;2019;13.575
65 y más años;Hombres;Renta neta media por persona;2018;13.134
65 y más años;Hombres;Renta neta media por persona;2017;12.928
65 y más años;Hombres;Renta neta media por persona;2016;12.788
65 y más años;Hombres;Renta neta media por persona;2015;12.689
65 y más años;Hombres;Renta neta media por persona;2014;12.631
65 y más años;Hombres;Renta neta media por persona;2013;12.315
65 y más años;Hombres;Renta neta media por persona;2012;12.231
65 y más años;Hombres;Renta neta media por persona;2011;11.877
65 y más años;Hombres;Renta neta media por persona;2010;12.032
65 y más años;Hombres;Renta neta media por persona;2009;11.990
65 y más años;Hombres;Renta neta media por persona;2008;11.269
65 y más años;Hombres;Renta media por unidad de consumo;2025;24.924
65 y más años;Hombres;Renta media por unidad de consumo;2024;23.643
65 y más años;Hombres;Renta media por unidad de consumo;2023;21.963
65 y más años;Hombres;Renta media por unidad de consumo;2022;19.924
65 y más años;Hombres;Renta media por unidad de consumo;2021;19.697
65 y más años;Hombres;Renta media por unidad de consumo;2020;19.114
65 y más años;Hombres;Renta media por unidad de consumo;2019;17.893
65 y más años;Hombres;Renta media por unidad de consumo;2018;17.292
65 y más años;Hombres;Renta media por unidad de consumo;2017;16.993
65 y más años;Hombres;Renta media por unidad de consumo;2016;16.843
65 y más años;Hombres;Renta media por unidad de consumo;2015;16.670
65 y más años;Hombres;Renta media por unidad de consumo;2014;16.715
65 y más años;Hombres;Renta media por unidad de consumo;2013;16.333
65 y más años;Hombres;Renta media por unidad de consumo;2012;16.345
65 y más años;Hombres;Renta media por unidad de consumo;2011;15.914
65 y más años;Hombres;Renta media por unidad de consumo;2010;16.205
65 y más años;Hombres;Renta media por unidad de consumo;2009;16.072
65 y más años;Hombres;Renta media por unidad de consumo;2008;15.171
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2025;22.168
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2024;20.987
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2023;19.780
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2022;18.156
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2021;17.840
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2020;17.203
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2019;16.375
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2018;15.800
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2017;15.576
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2016;15.282
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2015;15.136
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2014;15.262
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2013;14.568
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2012;14.659
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2011;14.313
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2010;14.548
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2009;14.362
65 y más años;Hombres;Renta media por persona (con alquiler imputado);2008;13.692
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2025;29.452
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2024;27.857
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2023;26.025
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2022;23.782
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2021;23.406
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2020;22.592
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2019;21.440
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2018;20.660
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2017;20.341
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2016;20.002
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2015;19.765
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2014;20.056
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2013;19.215
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2012;19.453
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2011;19.065
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2010;19.460
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2009;19.118
65 y más años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2008;18.286
65 y más años;Mujeres;Renta neta media por persona;2025;17.821
65 y más años;Mujeres;Renta neta media por persona;2024;16.819
65 y más años;Mujeres;Renta neta media por persona;2023;15.861
65 y más años;Mujeres;Renta neta media por persona;2022;14.481
65 y más años;Mujeres;Renta neta media por persona;2021;14.031
65 y más años;Mujeres;Renta neta media por persona;2020;13.856
65 y más años;Mujeres;Renta neta media por persona;2019;13.112
65 y más años;Mujeres;Renta neta media por persona;2018;12.464
65 y más años;Mujeres;Renta neta media por persona;2017;12.217
65 y más años;Mujeres;Renta neta media por persona;2016;12.127
65 y más años;Mujeres;Renta neta media por persona;2015;11.833
65 y más años;Mujeres;Renta neta media por persona;2014;11.839
65 y más años;Mujeres;Renta neta media por persona;2013;11.688
65 y más años;Mujeres;Renta neta media por persona;2012;11.589
65 y más años;Mujeres;Renta neta media por persona;2011;11.150
65 y más años;Mujeres;Renta neta media por persona;2010;11.596
65 y más años;Mujeres;Renta neta media por persona;2009;11.455
65 y más años;Mujeres;Renta neta media por persona;2008;10.611
65 y más años;Mujeres;Renta media por unidad de consumo;2025;22.933
65 y más años;Mujeres;Renta media por unidad de consumo;2024;21.549
65 y más años;Mujeres;Renta media por unidad de consumo;2023;20.129
65 y más años;Mujeres;Renta media por unidad de consumo;2022;18.289
65 y más años;Mujeres;Renta media por unidad de consumo;2021;17.889
65 y más años;Mujeres;Renta media por unidad de consumo;2020;17.668
65 y más años;Mujeres;Renta media por unidad de consumo;2019;16.717
65 y más años;Mujeres;Renta media por unidad de consumo;2018;15.911
65 y más años;Mujeres;Renta media por unidad de consumo;2017;15.578
65 y más años;Mujeres;Renta media por unidad de consumo;2016;15.420
65 y más años;Mujeres;Renta media por unidad de consumo;2015;15.083
65 y más años;Mujeres;Renta media por unidad de consumo;2014;15.113
65 y más años;Mujeres;Renta media por unidad de consumo;2013;14.994
65 y más años;Mujeres;Renta media por unidad de consumo;2012;14.943
65 y más años;Mujeres;Renta media por unidad de consumo;2011;14.401
65 y más años;Mujeres;Renta media por unidad de consumo;2010;15.083
65 y más años;Mujeres;Renta media por unidad de consumo;2009;14.877
65 y más años;Mujeres;Renta media por unidad de consumo;2008;13.801
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2025;21.979
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2024;20.623
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2023;19.528
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2022;17.959
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2021;17.312
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2020;17.017
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2019;16.311
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2018;15.477
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2017;15.211
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2016;14.956
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2015;14.537
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2014;14.819
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2013;14.233
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2012;14.327
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2011;13.936
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2010;14.533
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2009;14.219
65 y más años;Mujeres;Renta media por persona (con alquiler imputado);2008;13.437
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2025;27.920
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2024;26.106
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2023;24.510
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2022;22.425
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2021;21.821
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2020;21.466
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2019;20.550
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2018;19.506
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2017;19.161
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2016;18.795
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2015;18.326
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2014;18.680
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2013;18.053
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2012;18.239
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2011;17.764
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2010;18.618
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2009;18.194
65 y más años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2008;17.187
Menos de 18 años;Ambos sexos;Renta neta media por persona;2025;11.220
Menos de 18 años;Ambos sexos;Renta neta media por persona;2024;10.507
Menos de 18 años;Ambos sexos;Renta neta media por persona;2023;10.258
Menos de 18 años;Ambos sexos;Renta neta media por persona;2022;9.666
Menos de 18 años;Ambos sexos;Renta neta media por persona;2021;9.120
Menos de 18 años;Ambos sexos;Renta neta media por persona;2020;9.110
Menos de 18 años;Ambos sexos;Renta neta media por persona;2019;8.944
Menos de 18 años;Ambos sexos;Renta neta media por persona;2018;8.909
Menos de 18 años;Ambos sexos;Renta neta media por persona;2017;8.479
Menos de 18 años;Ambos sexos;Renta neta media por persona;2016;8.153
Menos de 18 años;Ambos sexos;Renta neta media por persona;2015;7.824
Menos de 18 años;Ambos sexos;Renta neta media por persona;2014;7.702
Menos de 18 años;Ambos sexos;Renta neta media por persona;2013;7.710
Menos de 18 años;Ambos sexos;Renta neta media por persona;2012;8.155
Menos de 18 años;Ambos sexos;Renta neta media por persona;2011;8.259
Menos de 18 años;Ambos sexos;Renta neta media por persona;2010;8.354
Menos de 18 años;Ambos sexos;Renta neta media por persona;2009;8.468
Menos de 18 años;Ambos sexos;Renta neta media por persona;2008;8.024
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2025;20.149
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2024;18.876
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2023;18.362
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2022;17.350
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2021;16.356
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2020;16.299
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2019;15.997
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2018;15.948
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2017;15.112
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2016;14.572
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2015;13.991
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2014;13.791
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2013;13.798
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2012;14.647
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2011;14.807
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2010;14.959
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2009;15.200
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo;2008;14.358
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2025;12.447
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2024;11.614
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2023;11.432
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2022;10.909
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2021;10.304
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2020;10.284
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2019;10.092
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2018;10.037
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2017;9.552
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2016;9.134
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2015;8.763
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2014;8.641
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2013;8.581
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2012;9.034
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2011;9.258
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2010;9.327
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2009;9.307
Menos de 18 años;Ambos sexos;Renta media por persona (con alquiler imputado);2008;8.899
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2025;22.328
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2024;20.840
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2023;20.441
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2022;19.561
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2021;18.458
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2020;18.384
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2019;18.033
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2018;17.945
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2017;17.006
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2016;16.308
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2015;15.652
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2014;15.451
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2013;15.339
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2012;16.209
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2011;16.580
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2010;16.687
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2009;16.690
Menos de 18 años;Ambos sexos;Renta media por unidad de consumo (con alquiler imputado);2008;15.911
Menos de 18 años;Hombres;Renta neta media por persona;2025;11.329
Menos de 18 años;Hombres;Renta neta media por persona;2024;10.481
Menos de 18 años;Hombres;Renta neta media por persona;2023;10.175
Menos de 18 años;Hombres;Renta neta media por persona;2022;9.541
Menos de 18 años;Hombres;Renta neta media por persona;2021;9.047
Menos de 18 años;Hombres;Renta neta media por persona;2020;8.988
Menos de 18 años;Hombres;Renta neta media por persona;2019;8.970
Menos de 18 años;Hombres;Renta neta media por persona;2018;8.983
Menos de 18 años;Hombres;Renta neta media por persona;2017;8.517
Menos de 18 años;Hombres;Renta neta media por persona;2016;8.168
Menos de 18 años;Hombres;Renta neta media por persona;2015;7.695
Menos de 18 años;Hombres;Renta neta media por persona;2014;7.600
Menos de 18 años;Hombres;Renta neta media por persona;2013;7.580
Menos de 18 años;Hombres;Renta neta media por persona;2012;8.145
Menos de 18 años;Hombres;Renta neta media por persona;2011;8.327
Menos de 18 años;Hombres;Renta neta media por persona;2010;8.438
Menos de 18 años;Hombres;Renta neta media por persona;2009;8.587
Menos de 18 años;Hombres;Renta neta media por persona;2008;8.070
Menos de 18 años;Hombres;Renta media por unidad de consumo;2025;20.389
Menos de 18 años;Hombres;Renta media por unidad de consumo;2024;18.870
Menos de 18 años;Hombres;Renta media por unidad de consumo;2023;18.220
Menos de 18 años;Hombres;Renta media por unidad de consumo;2022;17.157
Menos de 18 años;Hombres;Renta media por unidad de consumo;2021;16.254
Menos de 18 años;Hombres;Renta media por unidad de consumo;2020;16.118
Menos de 18 años;Hombres;Renta media por unidad de consumo;2019;16.060
Menos de 18 años;Hombres;Renta media por unidad de consumo;2018;16.103
Menos de 18 años;Hombres;Renta media por unidad de consumo;2017;15.153
Menos de 18 años;Hombres;Renta media por unidad de consumo;2016;14.603
Menos de 18 años;Hombres;Renta media por unidad de consumo;2015;13.772
Menos de 18 años;Hombres;Renta media por unidad de consumo;2014;13.644
Menos de 18 años;Hombres;Renta media por unidad de consumo;2013;13.608
Menos de 18 años;Hombres;Renta media por unidad de consumo;2012;14.670
Menos de 18 años;Hombres;Renta media por unidad de consumo;2011;14.949
Menos de 18 años;Hombres;Renta media por unidad de consumo;2010;15.176
Menos de 18 años;Hombres;Renta media por unidad de consumo;2009;15.435
Menos de 18 años;Hombres;Renta media por unidad de consumo;2008;14.468
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2025;12.570
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2024;11.577
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2023;11.331
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2022;10.768
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2021;10.218
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2020;10.181
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2019;10.145
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2018;10.128
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2017;9.594
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2016;9.148
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2015;8.629
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2014;8.522
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2013;8.448
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2012;9.010
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2011;9.304
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2010;9.405
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2009;9.438
Menos de 18 años;Hombres;Renta media por persona (con alquiler imputado);2008;8.956
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2025;22.598
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2024;20.820
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2023;20.269
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2022;19.344
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2021;18.337
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2020;18.241
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2019;18.151
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2018;18.135
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2017;17.056
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2016;16.337
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2015;15.424
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2014;15.279
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2013;15.148
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2012;16.210
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2011;16.686
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2010;16.895
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2009;16.943
Menos de 18 años;Hombres;Renta media por unidad de consumo (con alquiler imputado);2008;16.046
Menos de 18 años;Mujeres;Renta neta media por persona;2025;11.107
Menos de 18 años;Mujeres;Renta neta media por persona;2024;10.535
Menos de 18 años;Mujeres;Renta neta media por persona;2023;10.346
Menos de 18 años;Mujeres;Renta neta media por persona;2022;9.799
Menos de 18 años;Mujeres;Renta neta media por persona;2021;9.197
Menos de 18 años;Mujeres;Renta neta media por persona;2020;9.238
Menos de 18 años;Mujeres;Renta neta media por persona;2019;8.917
Menos de 18 años;Mujeres;Renta neta media por persona;2018;8.830
Menos de 18 años;Mujeres;Renta neta media por persona;2017;8.439
Menos de 18 años;Mujeres;Renta neta media por persona;2016;8.136
Menos de 18 años;Mujeres;Renta neta media por persona;2015;7.962
Menos de 18 años;Mujeres;Renta neta media por persona;2014;7.811
Menos de 18 años;Mujeres;Renta neta media por persona;2013;7.847
Menos de 18 años;Mujeres;Renta neta media por persona;2012;8.165
Menos de 18 años;Mujeres;Renta neta media por persona;2011;8.187
Menos de 18 años;Mujeres;Renta neta media por persona;2010;8.264
Menos de 18 años;Mujeres;Renta neta media por persona;2009;8.341
Menos de 18 años;Mujeres;Renta neta media por persona;2008;7.976
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2025;19.898
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2024;18.882
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2023;18.513
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2022;17.557
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2021;16.463
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2020;16.489
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2019;15.932
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2018;15.784
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2017;15.069
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2016;14.539
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2015;14.225
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2014;13.949
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2013;13.998
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2012;14.623
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2011;14.653
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2010;14.730
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2009;14.952
Menos de 18 años;Mujeres;Renta media por unidad de consumo;2008;14.240
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2025;12.319
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2024;11.654
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2023;11.540
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2022;11.059
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2021;10.394
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2020;10.393
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2019;10.036
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2018;9.940
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2017;9.506
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2016;9.119
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2015;8.907
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2014;8.767
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2013;8.720
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2012;9.059
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2011;9.209
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2010;9.244
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2009;9.168
Menos de 18 años;Mujeres;Renta media por persona (con alquiler imputado);2008;8.838
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2025;22.046
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2024;20.862
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2023;20.623
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2022;19.794
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2021;18.587
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2020;18.533
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2019;17.909
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2018;17.743
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2017;16.952
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2016;16.276
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2015;15.896
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2014;15.635
Menos de 18 años;Mujeres;Renta media por unidad de consumo (con alquiler imputado);2013;15.541
